boundary  -10 0  10 9.9
dielectric  5.2
net net0    -0.4073  5.5833    -0.3757  5.6543
net net1    -8.1445  0.1647    -8.1129  0.2357
net net2    -3.6189  3.0556    -3.5873  3.1266
net net3    0.9205  1.1480    0.9521  1.2190
net net4    2.2097  7.3077    2.2413  7.3255
net net4    2.2129  7.3255    2.2381  7.3432
net net4    2.2160  7.3432    2.2350  7.3610
net net4    2.2192  7.3610    2.2318  7.3787
net net5    -4.3738  2.0505    -4.3422  2.0682
net net5    -4.3706  2.0682    -4.3454  2.0860
net net5    -4.3675  2.0860    -4.3485  2.1037
net net5    -4.3643  2.1037    -4.3517  2.1215
net net6    3.9848  3.3383    4.0164  3.4093
net net7    0.1739  1.4593    0.2055  1.4770
net net7    0.1771  1.4770    0.2023  1.4948
net net7    0.1802  1.4948    0.1992  1.5125
net net7    0.1834  1.5125    0.1960  1.5303
net net8    -1.3349  7.7187    -1.3033  7.7897
net net9    -7.5081  1.5008    -7.4765  1.5185
net net9    -7.5049  1.5185    -7.4797  1.5363
net net9    -7.5018  1.5363    -7.4828  1.5540
net net9    -7.4986  1.5540    -7.4860  1.5718
net net10    -9.6342  6.3201    -9.6026  6.3911
net net11    0.5910  5.4586    0.6226  5.5296
net net12    -8.1728  5.2589    -8.1412  5.3299
