boundary  -10 0  10 9.9
dielectric  9.8
net net0    8.8742  2.7118    8.9215  2.7995
net net1    -8.1482  6.0302    -8.1009  6.0521
net net1    -8.1435  6.0521    -8.1056  6.0741
net net1    -8.1387  6.0741    -8.1104  6.0960
net net1    -8.1340  6.0960    -8.1151  6.1179
net net2    2.9034  1.3485    2.9507  1.3704
net net2    2.9081  1.3704    2.9460  1.3923
net net2    2.9129  1.3923    2.9412  1.4143
net net2    2.9176  1.4143    2.9365  1.4362
net net3    8.9296  1.6465    8.9769  1.7342
net net4    1.3837  8.5963    1.4310  8.6182
net net4    1.3884  8.6182    1.4263  8.6401
net net4    1.3932  8.6401    1.4215  8.6621
net net4    1.3979  8.6621    1.4168  8.6840
net net5    -1.7177  0.2337    -1.6704  0.3214
net net6    -7.4507  3.4539    -7.4034  3.5416
net net7    -9.4972  5.8391    -9.4499  5.9268
net net8    -9.8151  3.9048    -9.7678  3.9267
net net8    -9.8104  3.9267    -9.7725  3.9486
net net8    -9.8056  3.9486    -9.7773  3.9706
net net8    -9.8009  3.9706    -9.7820  3.9925
net net9    -8.9924  7.1307    -8.9451  7.1526
net net9    -8.9877  7.1526    -8.9498  7.1746
net net9    -8.9829  7.1746    -8.9546  7.1965
net net9    -8.9782  7.1965    -8.9593  7.2184
net net10    -5.8608  8.6135    -5.8135  8.7012
net net11    -2.5123  4.8311    -2.4650  4.8530
net net11    -2.5076  4.8530    -2.4697  4.8750
net net11    -2.5028  4.8750    -2.4745  4.8969
net net11    -2.4981  4.8969    -2.4792  4.9188
