boundary  -10 0  10 9.9
dielectric  3.3
net net0    0.9055  5.9401    0.9419  6.0284
net net1    0.2996  6.6499    0.3360  6.6720
net net1    0.3032  6.6720    0.3324  6.6940
net net1    0.3069  6.6940    0.3287  6.7161
net net1    0.3105  6.7161    0.3251  6.7382
net net2    -5.8960  4.7038    -5.8596  4.7259
net net2    -5.8924  4.7259    -5.8632  4.7480
net net2    -5.8887  4.7480    -5.8669  4.7700
net net2    -5.8851  4.7700    -5.8705  4.7921
net net3    0.5174  7.7734    0.5538  7.8617
net net4    -6.5993  7.9632    -6.5629  8.0515
net net5    -6.5560  2.2493    -6.5196  2.2714
net net5    -6.5524  2.2714    -6.5232  2.2934
net net5    -6.5487  2.2934    -6.5269  2.3155
net net5    -6.5451  2.3155    -6.5305  2.3376
net net6    -4.2153  4.6430    -4.1789  4.7313
net net7    1.2769  5.4703    1.3133  5.4924
net net7    1.2805  5.4924    1.3097  5.5145
net net7    1.2842  5.5145    1.3060  5.5365
net net7    1.2878  5.5365    1.3024  5.5586
net net8    -9.7012  1.7250    -9.6648  1.8133
net net9    -0.9388  8.4701    -0.9024  8.4922
net net9    -0.9352  8.4922    -0.9060  8.5142
net net9    -0.9315  8.5142    -0.9097  8.5363
net net9    -0.9279  8.5363    -0.9133  8.5584
net net10    -2.2988  0.7736    -2.2624  0.7957
net net10    -2.2952  0.7957    -2.2660  0.8177
net net10    -2.2915  0.8177    -2.2697  0.8398
net net10    -2.2879  0.8398    -2.2733  0.8619
net net11    -1.4181  2.5485    -1.3817  2.5706
net net11    -1.4145  2.5706    -1.3853  2.5927
net net11    -1.4108  2.5927    -1.3890  2.6147
net net11    -1.4072  2.6147    -1.3926  2.6368
net net12    3.2080  2.7278    3.2444  2.7499
net net12    3.2116  2.7499    3.2408  2.7719
net net12    3.2153  2.7719    3.2371  2.7940
net net12    3.2189  2.7940    3.2335  2.8161
net net13    -8.7542  5.2807    -8.7178  5.3690
net net14    -5.7038  8.8072    -5.6674  8.8955
net net15    -0.6662  8.3779    -0.6298  8.4662
net net16    7.5530  8.5901    7.5894  8.6784
net net17    -6.8546  8.4652    -6.8182  8.4873
net net17    -6.8510  8.4873    -6.8218  8.5093
net net17    -6.8473  8.5093    -6.8255  8.5314
net net17    -6.8437  8.5314    -6.8291  8.5535
net net18    -0.5396  6.6720    -0.5032  6.6941
net net18    -0.5360  6.6941    -0.5068  6.7161
net net18    -0.5323  6.7161    -0.5105  6.7382
net net18    -0.5287  6.7382    -0.5141  6.7603
net net19    -3.4267  5.1519    -3.3903  5.2402
net net20    -6.8522  3.1940    -6.8158  3.2823
net net21    -3.5285  0.5391    -3.4921  0.5612
net net21    -3.5249  0.5612    -3.4957  0.5832
net net21    -3.5212  0.5832    -3.4994  0.6053
net net21    -3.5176  0.6053    -3.5030  0.6274
net net22    8.2195  0.5605    8.2559  0.5826
net net22    8.2231  0.5826    8.2523  0.6046
net net22    8.2268  0.6046    8.2486  0.6267
net net22    8.2304  0.6267    8.2450  0.6488
net net23    1.5633  7.1412    1.5997  7.1633
net net23    1.5669  7.1633    1.5961  7.1854
net net23    1.5706  7.1854    1.5924  7.2074
net net23    1.5742  7.2074    1.5888  7.2295
net net24    4.9311  0.1088    4.9675  0.1971
