boundary  -10 0  10 9.9
dielectric  5.0
net net0    5.4593  2.0146    5.5076  2.1002
net net1    -4.7231  8.2709    -4.6748  8.3565
net net2    -2.2448  7.2693    -2.1965  7.2907
net net2    -2.2400  7.2907    -2.2013  7.3121
net net2    -2.2351  7.3121    -2.2062  7.3335
net net2    -2.2303  7.3335    -2.2110  7.3549
net net3    -4.0409  7.9776    -3.9926  7.9990
net net3    -4.0361  7.9990    -3.9974  8.0204
net net3    -4.0312  8.0204    -4.0023  8.0418
net net3    -4.0264  8.0418    -4.0071  8.0632
net net4    -0.0704  6.2333    -0.0221  6.2547
net net4    -0.0656  6.2547    -0.0269  6.2761
net net4    -0.0607  6.2761    -0.0318  6.2975
net net4    -0.0559  6.2975    -0.0366  6.3189
net net5    2.5656  0.9595    2.6139  0.9809
net net5    2.5704  0.9809    2.6091  1.0023
net net5    2.5753  1.0023    2.6042  1.0237
net net5    2.5801  1.0237    2.5994  1.0451
net net6    1.2905  6.0501    1.3388  6.1357
net net7    -5.4602  4.8510    -5.4119  4.8724
net net7    -5.4554  4.8724    -5.4167  4.8938
net net7    -5.4505  4.8938    -5.4216  4.9152
net net7    -5.4457  4.9152    -5.4264  4.9366
net net8    -1.9352  1.3516    -1.8869  1.4372
net net9    2.0812  6.3358    2.1295  6.3572
net net9    2.0860  6.3572    2.1247  6.3786
net net9    2.0909  6.3786    2.1198  6.4000
net net9    2.0957  6.4000    2.1150  6.4214
net net10    2.8109  2.1760    2.8592  2.2616
net net11    0.5180  4.2086    0.5663  4.2942
net net12    -2.1527  3.3442    -2.1044  3.3656
net net12    -2.1479  3.3656    -2.1092  3.3870
net net12    -2.1430  3.3870    -2.1141  3.4084
net net12    -2.1382  3.4084    -2.1189  3.4298
net net13    -2.9994  4.3358    -2.9511  4.3572
net net13    -2.9946  4.3572    -2.9559  4.3786
net net13    -2.9897  4.3786    -2.9608  4.4000
net net13    -2.9849  4.4000    -2.9656  4.4214
net net14    -2.9989  5.7387    -2.9506  5.8243
net net15    6.1957  3.1109    6.2440  3.1965
net net16    7.2978  0.2723    7.3461  0.3579
net net17    7.8955  3.6548    7.9438  3.6762
net net17    7.9003  3.6762    7.9390  3.6976
net net17    7.9052  3.6976    7.9341  3.7190
net net17    7.9100  3.7190    7.9293  3.7404
net net18    -1.6396  3.7111    -1.5913  3.7967
net net19    -2.8906  6.4078    -2.8423  6.4292
net net19    -2.8858  6.4292    -2.8471  6.4506
net net19    -2.8809  6.4506    -2.8520  6.4720
net net19    -2.8761  6.4720    -2.8568  6.4934
net net20    5.6855  1.1588    5.7338  1.1802
net net20    5.6903  1.1802    5.7290  1.2016
net net20    5.6952  1.2016    5.7241  1.2230
net net20    5.7000  1.2230    5.7193  1.2444
net net21    -5.7511  5.9749    -5.7028  5.9963
net net21    -5.7463  5.9963    -5.7076  6.0177
net net21    -5.7414  6.0177    -5.7125  6.0391
net net21    -5.7366  6.0391    -5.7173  6.0605
net net22    5.6928  4.9186    5.7411  5.0042
