boundary  -10 0  10 9.9
dielectric  6.3
net net0    -4.0185  2.5952    -3.9766  2.6802
net net1    0.2917  1.3076    0.3336  1.3289
net net1    0.2959  1.3289    0.3294  1.3501
net net1    0.3001  1.3501    0.3252  1.3714
net net1    0.3043  1.3714    0.3210  1.3926
net net2    -6.3869  8.3604    -6.3450  8.4454
net net3    4.2647  1.4603    4.3066  1.5453
net net4    -0.6067  5.1905    -0.5648  5.2755
net net5    -1.6763  0.7609    -1.6344  0.8459
net net6    -2.6812  8.9739    -2.6393  8.9952
net net6    -2.6770  8.9952    -2.6435  9.0164
net net6    -2.6728  9.0164    -2.6477  9.0377
net net6    -2.6686  9.0377    -2.6519  9.0589
net net7    2.5844  6.2008    2.6263  6.2858
net net8    -3.9040  0.7293    -3.8621  0.8143
net net9    -4.1971  5.5871    -4.1552  5.6084
net net9    -4.1929  5.6084    -4.1594  5.6296
net net9    -4.1887  5.6296    -4.1636  5.6509
net net9    -4.1845  5.6509    -4.1678  5.6721
net net10    -0.2958  8.9910    -0.2539  9.0122
net net10    -0.2916  9.0122    -0.2581  9.0335
net net10    -0.2874  9.0335    -0.2623  9.0548
net net10    -0.2832  9.0548    -0.2665  9.0760
