boundary  -10 0  10 9.9
dielectric  7.1
net net0    5.5702  4.0660    5.6171  4.1374
net net1    -6.1517  1.2308    -6.1048  1.2486
net net1    -6.1470  1.2486    -6.1095  1.2665
net net1    -6.1423  1.2665    -6.1142  1.2843
net net1    -6.1376  1.2843    -6.1189  1.3022
net net2    -9.0441  6.1136    -8.9972  6.1850
net net3    1.0610  0.8232    1.1079  0.8946
net net4    -3.0899  7.1683    -3.0430  7.2397
net net5    -0.0205  8.6154    0.0264  8.6868
net net6    5.2345  4.1058    5.2814  4.1772
net net7    -0.0570  6.1557    -0.0101  6.1736
net net7    -0.0523  6.1736    -0.0148  6.1914
net net7    -0.0476  6.1914    -0.0195  6.2093
net net7    -0.0429  6.2093    -0.0242  6.2271
net net8    -8.6758  0.3933    -8.6289  0.4111
net net8    -8.6711  0.4111    -8.6336  0.4290
net net8    -8.6664  0.4290    -8.6383  0.4468
net net8    -8.6617  0.4468    -8.6430  0.4647
