boundary  -10 0  10 9.9
dielectric  8.9
net net0    -9.1238  3.5531    -9.0762  3.6439
net net1    -1.0601  3.4931    -1.0125  3.5158
net net1    -1.0553  3.5158    -1.0173  3.5385
net net1    -1.0506  3.5385    -1.0220  3.5612
net net1    -1.0458  3.5612    -1.0268  3.5839
net net2    -7.2416  0.9873    -7.1940  1.0781
net net3    6.7422  7.5989    6.7898  7.6216
net net3    6.7470  7.6216    6.7850  7.6443
net net3    6.7517  7.6443    6.7803  7.6670
net net3    6.7565  7.6670    6.7755  7.6897
net net4    1.7458  7.5487    1.7934  7.5714
net net4    1.7506  7.5714    1.7886  7.5941
net net4    1.7553  7.5941    1.7839  7.6168
net net4    1.7601  7.6168    1.7791  7.6395
net net5    -3.8851  0.4115    -3.8375  0.4342
net net5    -3.8803  0.4342    -3.8423  0.4569
net net5    -3.8756  0.4569    -3.8470  0.4796
net net5    -3.8708  0.4796    -3.8518  0.5023
