boundary  -10 0  10 9.9
dielectric  5.0
net net0    -9.3566  6.2191    -9.3235  6.3039
net net1    7.3313  1.5817    7.3644  1.6665
net net2    -4.1337  8.7981    -4.1006  8.8829
net net3    -7.7904  2.7138    -7.7573  2.7350
net net3    -7.7871  2.7350    -7.7606  2.7562
net net3    -7.7838  2.7562    -7.7639  2.7774
net net3    -7.7805  2.7774    -7.7672  2.7986
net net4    8.4973  6.8083    8.5304  6.8931
net net5    -7.7553  1.5539    -7.7222  1.6387
net net6    0.4196  4.3983    0.4527  4.4195
net net6    0.4229  4.4195    0.4494  4.4407
net net6    0.4262  4.4407    0.4461  4.4619
net net6    0.4295  4.4619    0.4428  4.4831
net net7    -6.0389  6.4779    -6.0058  6.5627
net net8    -5.0641  5.8064    -5.0310  5.8276
net net8    -5.0608  5.8276    -5.0343  5.8488
net net8    -5.0575  5.8488    -5.0376  5.8700
net net8    -5.0542  5.8700    -5.0409  5.8912
net net9    -8.0121  3.0528    -7.9790  3.1376
net net10    8.6097  8.8215    8.6428  8.9063
net net11    -6.2159  0.4129    -6.1828  0.4977
net net12    -2.5157  4.1941    -2.4826  4.2789
net net13    -8.3874  2.3384    -8.3543  2.3596
net net13    -8.3841  2.3596    -8.3576  2.3808
net net13    -8.3808  2.3808    -8.3609  2.4020
net net13    -8.3775  2.4020    -8.3642  2.4232
net net14    8.8775  5.2573    8.9106  5.3421
net net15    -9.6311  2.4487    -9.5980  2.4699
net net15    -9.6278  2.4699    -9.6013  2.4911
net net15    -9.6245  2.4911    -9.6046  2.5123
net net15    -9.6212  2.5123    -9.6079  2.5335
net net16    4.9101  8.3711    4.9432  8.3923
net net16    4.9134  8.3923    4.9399  8.4135
net net16    4.9167  8.4135    4.9366  8.4347
net net16    4.9200  8.4347    4.9333  8.4559
net net17    5.4473  4.4550    5.4804  4.5398
net net18    0.1290  4.2992    0.1621  4.3204
net net18    0.1323  4.3204    0.1588  4.3416
net net18    0.1356  4.3416    0.1555  4.3628
net net18    0.1389  4.3628    0.1522  4.3840
net net19    0.2956  5.2608    0.3287  5.2820
net net19    0.2989  5.2820    0.3254  5.3032
net net19    0.3022  5.3032    0.3221  5.3244
net net19    0.3055  5.3244    0.3188  5.3456
net net20    -4.9547  0.8621    -4.9216  0.9469
net net21    -9.7643  6.0983    -9.7312  6.1831
net net22    -9.9972  3.7686    -9.9641  3.8534
net net23    1.0735  7.8792    1.1066  7.9004
net net23    1.0768  7.9004    1.1033  7.9216
net net23    1.0801  7.9216    1.1000  7.9428
net net23    1.0834  7.9428    1.0967  7.9640
net net24    -7.1771  1.3035    -7.1440  1.3247
net net24    -7.1738  1.3247    -7.1473  1.3459
net net24    -7.1705  1.3459    -7.1506  1.3671
net net24    -7.1672  1.3671    -7.1539  1.3883
net net25    -1.7257  7.9855    -1.6926  8.0703
