boundary  -10 0  10 9.9
dielectric  7.4
net net0    -3.2978  8.7189    -3.2642  8.8181
net net1    -7.1645  4.3607    -7.1309  4.4599
net net2    -9.5263  8.7795    -9.4927  8.8787
net net3    -3.9840  8.6154    -3.9504  8.6402
net net3    -3.9806  8.6402    -3.9538  8.6650
net net3    -3.9773  8.6650    -3.9571  8.6898
net net3    -3.9739  8.6898    -3.9605  8.7146
net net4    -1.9715  7.7486    -1.9379  7.8478
net net5    -2.4875  8.0187    -2.4539  8.0435
net net5    -2.4841  8.0435    -2.4573  8.0683
net net5    -2.4808  8.0683    -2.4606  8.0931
net net5    -2.4774  8.0931    -2.4640  8.1179
net net6    -5.3191  8.9914    -5.2855  9.0162
net net6    -5.3157  9.0162    -5.2889  9.0410
net net6    -5.3124  9.0410    -5.2922  9.0658
net net6    -5.3090  9.0658    -5.2956  9.0906
net net7    3.3122  5.2273    3.3458  5.2521
net net7    3.3156  5.2521    3.3424  5.2769
net net7    3.3189  5.2769    3.3391  5.3017
net net7    3.3223  5.3017    3.3357  5.3265
