boundary  -10 0  10 9.9
dielectric  7.4
net net0    4.4044  4.1634    4.4421  4.2240
net net1    -3.1266  6.2374    -3.0889  6.2526
net net1    -3.1228  6.2526    -3.0927  6.2677
net net1    -3.1191  6.2677    -3.0964  6.2829
net net1    -3.1153  6.2829    -3.1002  6.2980
net net2    -6.1490  5.8506    -6.1113  5.9112
net net3    -6.8475  2.3086    -6.8098  2.3238
net net3    -6.8437  2.3238    -6.8136  2.3389
net net3    -6.8400  2.3389    -6.8173  2.3541
net net3    -6.8362  2.3541    -6.8211  2.3692
net net4    -7.4219  1.9621    -7.3842  2.0227
net net5    0.2332  0.3869    0.2709  0.4021
net net5    0.2370  0.4021    0.2671  0.4172
net net5    0.2407  0.4172    0.2634  0.4324
net net5    0.2445  0.4324    0.2596  0.4475
net net6    0.5476  1.6965    0.5853  1.7571
net net7    2.8255  0.5363    2.8632  0.5969
net net8    -0.2913  3.3364    -0.2536  3.3970
net net9    -4.4857  1.8530    -4.4480  1.9136
net net10    5.5630  2.3911    5.6007  2.4062
net net10    5.5668  2.4062    5.5969  2.4214
net net10    5.5705  2.4214    5.5932  2.4366
net net10    5.5743  2.4366    5.5894  2.4517
net net11    -2.4042  0.7307    -2.3665  0.7913
net net12    -1.1014  8.8924    -1.0637  8.9530
net net13    4.3254  1.2280    4.3631  1.2431
net net13    4.3292  1.2431    4.3593  1.2583
net net13    4.3329  1.2583    4.3556  1.2734
net net13    4.3367  1.2734    4.3518  1.2886
net net14    7.3928  2.4031    7.4305  2.4183
net net14    7.3966  2.4183    7.4267  2.4334
net net14    7.4003  2.4334    7.4230  2.4486
net net14    7.4041  2.4486    7.4192  2.4637
net net15    -5.7252  3.1147    -5.6875  3.1753
net net16    -9.0385  7.3355    -9.0008  7.3506
net net16    -9.0347  7.3506    -9.0046  7.3658
net net16    -9.0310  7.3658    -9.0083  7.3810
net net16    -9.0272  7.3810    -9.0121  7.3961
net net17    -6.8061  7.5565    -6.7684  7.5716
net net17    -6.8023  7.5716    -6.7722  7.5868
net net17    -6.7986  7.5868    -6.7759  7.6020
net net17    -6.7948  7.6020    -6.7797  7.6171
net net18    -7.3038  8.6233    -7.2661  8.6839
net net19    3.4912  6.5987    3.5289  6.6593
