boundary  -10 0  10 9.9
dielectric  3.9
net net0    -0.017  0.072    0.017  0.139
net net1    -0.114  0.072   -0.078  0.139
net net2     0.078  0.072    0.114  0.139
net net3    -0.155  0.105   -0.133  0.128
net net3    -0.156  0.128   -0.132  0.152
net net3    -0.157  0.152   -0.131  0.176
net net3    -0.158  0.176   -0.130  0.200
net net4     0.133  0.105    0.155  0.128
net net4     0.132  0.128    0.156  0.152
net net4     0.131  0.152    0.157  0.176
net net4     0.130  0.176    0.158  0.200
net net5    -0.059  0.105   -0.037  0.128
net net5    -0.060  0.128   -0.036  0.152
net net5    -0.061  0.152   -0.035  0.176
net net5    -0.062  0.176   -0.034  0.200
net net6     0.037  0.105    0.059  0.128
net net6     0.036  0.128    0.060  0.152
net net6     0.035  0.152    0.061  0.176
net net6     0.034  0.176    0.062  0.200
net net7    -0.061  0.247   -0.024  0.261
net net7    -0.062  0.261   -0.023  0.276
net net7    -0.063  0.276   -0.022  0.290
net net7    -0.064  0.290   -0.021  0.304
net net8     0.024  0.247    0.061  0.261
net net8     0.023  0.261    0.062  0.276
net net8     0.022  0.276    0.063  0.290
net net8     0.021  0.290    0.064  0.304

