boundary  -10 0  10 9.9
dielectric  3.9
net net0    -5.0804  8.7085    -5.0474  8.7801
net net1    -6.3787  2.2004    -6.3457  2.2720
net net2    -2.0327  5.3841    -1.9997  5.4557
net net3    -1.4873  4.8715    -1.4543  4.9431
net net4    -8.8734  1.1750    -8.8404  1.2466
net net5    8.7277  3.5586    8.7607  3.6302
net net6    -3.4881  2.6718    -3.4551  2.6897
net net6    -3.4848  2.6897    -3.4584  2.7076
net net6    -3.4815  2.7076    -3.4617  2.7255
net net6    -3.4782  2.7255    -3.4650  2.7434
net net7    -7.1763  0.3870    -7.1433  0.4586
net net8    -9.4909  2.0151    -9.4579  2.0330
net net8    -9.4876  2.0330    -9.4612  2.0509
net net8    -9.4843  2.0509    -9.4645  2.0688
net net8    -9.4810  2.0688    -9.4678  2.0867
net net9    5.3267  2.8471    5.3597  2.8650
net net9    5.3300  2.8650    5.3564  2.8829
net net9    5.3333  2.8829    5.3531  2.9008
net net9    5.3366  2.9008    5.3498  2.9187
