boundary  -10 0  10 9.9
dielectric  4.8
net net0    4.9040  0.4900    4.9387  0.5740
net net1    4.3929  7.9144    4.4276  7.9354
net net1    4.3964  7.9354    4.4241  7.9564
net net1    4.3998  7.9564    4.4207  7.9774
net net1    4.4033  7.9774    4.4172  7.9984
net net2    7.2397  1.1557    7.2744  1.2397
net net3    2.6469  2.4660    2.6816  2.4870
net net3    2.6504  2.4870    2.6781  2.5080
net net3    2.6538  2.5080    2.6747  2.5290
net net3    2.6573  2.5290    2.6712  2.5500
net net4    6.7123  2.6209    6.7470  2.6419
net net4    6.7158  2.6419    6.7435  2.6629
net net4    6.7192  2.6629    6.7401  2.6839
net net4    6.7227  2.6839    6.7366  2.7049
net net5    -0.3051  2.1456    -0.2704  2.1666
net net5    -0.3016  2.1666    -0.2739  2.1876
net net5    -0.2982  2.1876    -0.2773  2.2086
net net5    -0.2947  2.2086    -0.2808  2.2296
net net6    -7.0713  8.9975    -7.0366  9.0815
net net7    -2.6160  1.0012    -2.5813  1.0222
net net7    -2.6125  1.0222    -2.5848  1.0432
net net7    -2.6091  1.0432    -2.5882  1.0642
net net7    -2.6056  1.0642    -2.5917  1.0852
net net8    0.6431  3.2671    0.6778  3.3511
net net9    3.0873  7.4026    3.1220  7.4866
net net10    -6.4001  3.5268    -6.3654  3.6108
net net11    8.0180  8.1040    8.0527  8.1250
net net11    8.0215  8.1250    8.0492  8.1460
net net11    8.0249  8.1460    8.0458  8.1670
net net11    8.0284  8.1670    8.0423  8.1880
net net12    -3.6840  2.6018    -3.6493  2.6858
net net13    -0.3785  7.7457    -0.3438  7.7667
net net13    -0.3750  7.7667    -0.3473  7.7877
net net13    -0.3716  7.7877    -0.3507  7.8087
net net13    -0.3681  7.8087    -0.3542  7.8297
net net14    -8.5960  5.1930    -8.5613  5.2140
net net14    -8.5925  5.2140    -8.5648  5.2350
net net14    -8.5891  5.2350    -8.5682  5.2560
net net14    -8.5856  5.2560    -8.5717  5.2770
net net15    -9.6041  8.6293    -9.5694  8.7133
net net16    -8.9150  4.5511    -8.8803  4.6351
net net17    5.7615  1.4955    5.7962  1.5165
net net17    5.7650  1.5165    5.7927  1.5375
net net17    5.7684  1.5375    5.7893  1.5585
net net17    5.7719  1.5585    5.7858  1.5795
