boundary  -10 0  10 9.9
dielectric  9.1
net net0    3.3637  7.2859    3.4128  7.3659
net net1    3.2214  3.0176    3.2705  3.0376
net net1    3.2263  3.0376    3.2656  3.0576
net net1    3.2312  3.0576    3.2607  3.0776
net net1    3.2361  3.0776    3.2558  3.0976
net net2    -1.6776  8.2698    -1.6285  8.3498
net net3    -5.2325  7.1604    -5.1834  7.2404
net net4    5.3817  2.0653    5.4308  2.0853
net net4    5.3866  2.0853    5.4259  2.1053
net net4    5.3915  2.1053    5.4210  2.1253
net net4    5.3964  2.1253    5.4161  2.1453
net net5    -7.7369  2.7971    -7.6878  2.8171
net net5    -7.7320  2.8171    -7.6927  2.8371
net net5    -7.7271  2.8371    -7.6976  2.8571
net net5    -7.7222  2.8571    -7.7025  2.8771
net net6    6.5142  2.0106    6.5633  2.0306
net net6    6.5191  2.0306    6.5584  2.0506
net net6    6.5240  2.0506    6.5535  2.0706
net net6    6.5289  2.0706    6.5486  2.0906
net net7    -1.2472  2.1231    -1.1981  2.1431
net net7    -1.2423  2.1431    -1.2030  2.1631
net net7    -1.2374  2.1631    -1.2079  2.1831
net net7    -1.2325  2.1831    -1.2128  2.2031
net net8    4.3302  6.8079    4.3793  6.8279
net net8    4.3351  6.8279    4.3744  6.8479
net net8    4.3400  6.8479    4.3695  6.8679
net net8    4.3449  6.8679    4.3646  6.8879
net net9    -2.1539  7.6173    -2.1048  7.6373
net net9    -2.1490  7.6373    -2.1097  7.6573
net net9    -2.1441  7.6573    -2.1146  7.6773
net net9    -2.1392  7.6773    -2.1195  7.6973
net net10    -2.5450  7.5020    -2.4959  7.5820
net net11    -2.3349  4.4060    -2.2858  4.4860
net net12    -8.5820  2.8716    -8.5329  2.8916
net net12    -8.5771  2.8916    -8.5378  2.9116
net net12    -8.5722  2.9116    -8.5427  2.9316
net net12    -8.5673  2.9316    -8.5476  2.9516
net net13    -4.0438  1.6690    -3.9947  1.6890
net net13    -4.0389  1.6890    -3.9996  1.7090
net net13    -4.0340  1.7090    -4.0045  1.7290
net net13    -4.0291  1.7290    -4.0094  1.7490
net net14    3.5735  4.9912    3.6226  5.0712
net net15    -9.7102  6.0453    -9.6611  6.0653
net net15    -9.7053  6.0653    -9.6660  6.0853
net net15    -9.7004  6.0853    -9.6709  6.1053
net net15    -9.6955  6.1053    -9.6758  6.1253
net net16    3.9355  2.2492    3.9846  2.2692
net net16    3.9404  2.2692    3.9797  2.2892
net net16    3.9453  2.2892    3.9748  2.3092
net net16    3.9502  2.3092    3.9699  2.3292
net net17    -1.3618  1.3238    -1.3127  1.4038
net net18    -2.9015  7.1313    -2.8524  7.1513
net net18    -2.8966  7.1513    -2.8573  7.1713
net net18    -2.8917  7.1713    -2.8622  7.1913
net net18    -2.8868  7.1913    -2.8671  7.2113
net net19    -7.3560  0.3904    -7.3069  0.4104
net net19    -7.3511  0.4104    -7.3118  0.4304
net net19    -7.3462  0.4304    -7.3167  0.4504
net net19    -7.3413  0.4504    -7.3216  0.4704
net net20    -4.4471  7.4953    -4.3980  7.5753
net net21    2.1027  0.8624    2.1518  0.8824
net net21    2.1076  0.8824    2.1469  0.9024
net net21    2.1125  0.9024    2.1420  0.9224
net net21    2.1174  0.9224    2.1371  0.9424
net net22    -0.8859  1.2105    -0.8368  1.2305
net net22    -0.8810  1.2305    -0.8417  1.2505
net net22    -0.8761  1.2505    -0.8466  1.2705
net net22    -0.8712  1.2705    -0.8515  1.2905
net net23    -5.9711  3.0930    -5.9220  3.1730
net net24    2.0410  8.3862    2.0901  8.4662
net net25    -8.9953  8.6397    -8.9462  8.7197
net net26    -8.8109  8.0354    -8.7618  8.1154
net net27    -1.5075  4.4959    -1.4584  4.5759
