boundary  -10 0  10 9.9
dielectric  8.7
net net0    2.2084  8.0675    2.2559  8.1375
net net1    7.4323  2.7275    7.4798  2.7450
net net1    7.4370  2.7450    7.4751  2.7625
net net1    7.4418  2.7625    7.4703  2.7800
net net1    7.4465  2.7800    7.4656  2.7975
net net2    4.8673  5.8481    4.9148  5.8656
net net2    4.8720  5.8656    4.9101  5.8831
net net2    4.8768  5.8831    4.9053  5.9006
net net2    4.8815  5.9006    4.9006  5.9181
net net3    -7.0646  5.8810    -7.0171  5.9510
net net4    -4.5028  7.8046    -4.4553  7.8221
net net4    -4.4981  7.8221    -4.4600  7.8396
net net4    -4.4933  7.8396    -4.4648  7.8571
net net4    -4.4886  7.8571    -4.4695  7.8746
