boundary  -10 0  10 9.9
dielectric  7.2
net net0    2.6907  2.9442    2.7325  3.0438
net net1    -9.2196  5.2376    -9.1778  5.2625
net net1    -9.2154  5.2625    -9.1820  5.2874
net net1    -9.2112  5.2874    -9.1862  5.3123
net net1    -9.2071  5.3123    -9.1903  5.3372
net net2    -2.3039  8.1337    -2.2621  8.1586
net net2    -2.2997  8.1586    -2.2663  8.1835
net net2    -2.2955  8.1835    -2.2705  8.2084
net net2    -2.2914  8.2084    -2.2746  8.2333
net net3    -3.7001  7.1411    -3.6583  7.1660
net net3    -3.6959  7.1660    -3.6625  7.1909
net net3    -3.6917  7.1909    -3.6667  7.2158
net net3    -3.6876  7.2158    -3.6708  7.2407
net net4    3.0084  6.7031    3.0502  6.8027
net net5    -0.8857  6.2940    -0.8439  6.3189
net net5    -0.8815  6.3189    -0.8481  6.3438
net net5    -0.8773  6.3438    -0.8523  6.3687
net net5    -0.8732  6.3687    -0.8564  6.3936
net net6    6.9269  3.7938    6.9687  3.8934
net net7    8.6428  7.5966    8.6846  7.6962
net net8    -4.8302  4.6560    -4.7884  4.7556
net net9    -0.3756  4.5888    -0.3338  4.6884
net net10    -2.2359  0.8514    -2.1941  0.9510
net net11    0.3595  1.1900    0.4013  1.2149
net net11    0.3637  1.2149    0.3971  1.2398
net net11    0.3679  1.2398    0.3929  1.2647
net net11    0.3720  1.2647    0.3888  1.2896
net net12    -0.9138  2.7468    -0.8720  2.8464
net net13    -6.5972  8.8631    -6.5554  8.8880
net net13    -6.5930  8.8880    -6.5596  8.9129
net net13    -6.5888  8.9129    -6.5638  8.9378
net net13    -6.5847  8.9378    -6.5679  8.9627
net net14    -8.2255  3.1093    -8.1837  3.2089
