boundary  -10 0  10 9.9
dielectric  9.1
net net0    -1.8032  7.9293    -1.7693  8.0029
net net1    4.4818  2.8154    4.5157  2.8338
net net1    4.4852  2.8338    4.5123  2.8522
net net1    4.4886  2.8522    4.5089  2.8706
net net1    4.4920  2.8706    4.5055  2.8890
net net2    8.1976  0.8060    8.2315  0.8796
net net3    1.4923  2.4940    1.5262  2.5124
net net3    1.4957  2.5124    1.5228  2.5308
net net3    1.4991  2.5308    1.5194  2.5492
net net3    1.5025  2.5492    1.5160  2.5676
net net4    -6.2974  4.4925    -6.2635  4.5661
net net5    1.0715  3.8165    1.1054  3.8349
net net5    1.0749  3.8349    1.1020  3.8533
net net5    1.0783  3.8533    1.0986  3.8717
net net5    1.0817  3.8717    1.0952  3.8901
net net6    2.9480  3.8987    2.9819  3.9723
net net7    2.0381  4.3017    2.0720  4.3201
net net7    2.0415  4.3201    2.0686  4.3385
net net7    2.0449  4.3385    2.0652  4.3569
net net7    2.0483  4.3569    2.0618  4.3753
net net8    5.4101  8.8758    5.4440  8.8942
net net8    5.4135  8.8942    5.4406  8.9126
net net8    5.4169  8.9126    5.4372  8.9310
net net8    5.4203  8.9310    5.4338  8.9494
net net9    2.2494  5.9574    2.2833  6.0310
net net10    6.0989  1.9582    6.1328  1.9766
net net10    6.1023  1.9766    6.1294  1.9950
net net10    6.1057  1.9950    6.1260  2.0134
net net10    6.1091  2.0134    6.1226  2.0318
net net11    3.0587  2.1688    3.0926  2.2424
net net12    0.3384  6.0480    0.3723  6.0664
net net12    0.3418  6.0664    0.3689  6.0848
net net12    0.3452  6.0848    0.3655  6.1032
net net12    0.3486  6.1032    0.3621  6.1216
net net13    -8.3093  8.2640    -8.2754  8.2824
net net13    -8.3059  8.2824    -8.2788  8.3008
net net13    -8.3025  8.3008    -8.2822  8.3192
net net13    -8.2991  8.3192    -8.2856  8.3376
net net14    -0.6559  8.3796    -0.6220  8.3980
net net14    -0.6525  8.3980    -0.6254  8.4164
net net14    -0.6491  8.4164    -0.6288  8.4348
net net14    -0.6457  8.4348    -0.6322  8.4532
net net15    5.4297  4.7653    5.4636  4.8389
net net16    -8.2040  1.2456    -8.1701  1.3192
net net17    4.1562  6.0994    4.1901  6.1178
net net17    4.1596  6.1178    4.1867  6.1362
net net17    4.1630  6.1362    4.1833  6.1546
net net17    4.1664  6.1546    4.1799  6.1730
net net18    2.3607  2.2533    2.3946  2.3269
net net19    -1.6721  7.5148    -1.6382  7.5884
net net20    -0.8862  6.8414    -0.8523  6.9150
net net21    -6.1091  8.8585    -6.0752  8.8769
net net21    -6.1057  8.8769    -6.0786  8.8953
net net21    -6.1023  8.8953    -6.0820  8.9137
net net21    -6.0989  8.9137    -6.0854  8.9321
net net22    -7.4699  1.1947    -7.4360  1.2683
net net23    -7.7389  7.5552    -7.7050  7.6288
