boundary  -10 0  10 9.9
dielectric  4.5
net net0    -6.7033  5.2343    -6.6549  5.3231
net net1    -6.9860  8.8376    -6.9376  8.9264
net net2    -4.3567  2.3881    -4.3083  2.4103
net net2    -4.3519  2.4103    -4.3131  2.4325
net net2    -4.3470  2.4325    -4.3180  2.4547
net net2    -4.3422  2.4547    -4.3228  2.4769
net net3    -2.0612  2.4955    -2.0128  2.5843
net net4    -6.0211  3.7261    -5.9727  3.8149
net net5    -5.3870  6.7544    -5.3386  6.7766
net net5    -5.3822  6.7766    -5.3434  6.7988
net net5    -5.3773  6.7988    -5.3483  6.8210
net net5    -5.3725  6.8210    -5.3531  6.8432
net net6    -2.9732  6.4624    -2.9248  6.4846
net net6    -2.9684  6.4846    -2.9296  6.5068
net net6    -2.9635  6.5068    -2.9345  6.5290
net net6    -2.9587  6.5290    -2.9393  6.5512
net net7    4.8881  7.5630    4.9365  7.6518
net net8    -4.9318  4.2914    -4.8834  4.3802
net net9    -7.4861  6.0934    -7.4377  6.1156
net net9    -7.4813  6.1156    -7.4425  6.1378
net net9    -7.4764  6.1378    -7.4474  6.1600
net net9    -7.4716  6.1600    -7.4522  6.1822
net net10    -0.7367  8.2670    -0.6883  8.2892
net net10    -0.7319  8.2892    -0.6931  8.3114
net net10    -0.7270  8.3114    -0.6980  8.3336
net net10    -0.7222  8.3336    -0.7028  8.3558
net net11    0.6863  3.5077    0.7347  3.5965
net net12    -3.1008  7.8444    -3.0524  7.8666
net net12    -3.0960  7.8666    -3.0572  7.8888
net net12    -3.0911  7.8888    -3.0621  7.9110
net net12    -3.0863  7.9110    -3.0669  7.9332
net net13    -5.1363  6.1168    -5.0879  6.1390
net net13    -5.1315  6.1390    -5.0927  6.1612
net net13    -5.1266  6.1612    -5.0976  6.1834
net net13    -5.1218  6.1834    -5.1024  6.2056
net net14    2.5598  0.6569    2.6082  0.6791
net net14    2.5646  0.6791    2.6034  0.7013
net net14    2.5695  0.7013    2.5985  0.7235
net net14    2.5743  0.7235    2.5937  0.7457
net net15    -5.6086  0.5824    -5.5602  0.6712
net net16    3.6490  1.8831    3.6974  1.9719
net net17    -2.3178  2.3487    -2.2694  2.4375
net net18    -0.3656  6.8255    -0.3172  6.8477
net net18    -0.3608  6.8477    -0.3220  6.8699
net net18    -0.3559  6.8699    -0.3269  6.8921
net net18    -0.3511  6.8921    -0.3317  6.9143
net net19    0.0112  5.4411    0.0596  5.5299
net net20    6.8175  7.8547    6.8659  7.8769
net net20    6.8223  7.8769    6.8611  7.8991
net net20    6.8272  7.8991    6.8562  7.9213
net net20    6.8320  7.9213    6.8514  7.9435
net net21    -9.8338  5.2624    -9.7854  5.3512
net net22    6.4490  6.0313    6.4974  6.0535
net net22    6.4538  6.0535    6.4926  6.0757
net net22    6.4587  6.0757    6.4877  6.0979
net net22    6.4635  6.0979    6.4829  6.1201
net net23    -3.7538  8.7236    -3.7054  8.8124
net net24    -7.5927  3.4653    -7.5443  3.4875
net net24    -7.5879  3.4875    -7.5491  3.5097
net net24    -7.5830  3.5097    -7.5540  3.5319
net net24    -7.5782  3.5319    -7.5588  3.5541
net net25    8.9435  3.8926    8.9919  3.9148
net net25    8.9483  3.9148    8.9871  3.9370
net net25    8.9532  3.9370    8.9822  3.9592
net net25    8.9580  3.9592    8.9774  3.9814
net net26    -4.4634  1.5682    -4.4150  1.5904
net net26    -4.4586  1.5904    -4.4198  1.6126
net net26    -4.4537  1.6126    -4.4247  1.6348
net net26    -4.4489  1.6348    -4.4295  1.6570
