boundary  -10 0  10 9.9
dielectric  3.9
net net0    -0.010  2.43    0.010  2.46
net net0    -0.012  2.46    0.012  2.49
net net0    -0.014  2.49    0.014  2.52
net net0    -0.016  2.52    0.016  2.55
net net1    -0.080  2.43   -0.048  2.46
net net1    -0.078  2.46   -0.050  2.49
net net1    -0.076  2.49   -0.052  2.52
net net1    -0.074  2.52   -0.054  2.55 
net net2     0.048  2.43    0.080  2.46 
net net2     0.050  2.46    0.078  2.49 
net net2     0.052  2.49    0.076  2.52 
net net2     0.054  2.52    0.074  2.55  

